#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,
169,Benin,"27,980",,163                                ,,"27,746",,71,5,"2,189",13,"604,310","47,268","12,784,726 ",Africa,,"45778,43421",,,6,
170,Somalia,"27,254",,"1,361                                ",,"13,182",,"12,711",,"1,618",81,"400,466","23,778","16,841,795 ",Africa,,"61812,37542",,,755,
171,Congo,"25,375",,386                                ,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805 ",Africa,,"22815,02017",,,170,
172,Solomon Islands,"24,575",,153                                ,,N/A,N/A,N/A,1,"34,077",212,,,"721,159 ",Australia/Oceania,,"294,713",,,"11,183",
173,Timor-Leste,"23,343",,138                                ,,"23,102",,103,,"17,046",101,"278,529","203,391","1,369,429 ",Asia,,"599,9235",,,75,
174,Micronesia,"22,203",,55                                ,,N/A,N/A,N/A,1,"188,979",468,"21,923","186,596","117,489 ",Australia/Oceania,,"52,1365",,,"187,030",
175,San Marino,"22,167",,119                                ,,"21,826",,222,4,"650,345","3,491","157,634","4,624,732","34,085 ",Europe,,22860,,,"6,513",
176,Burkina Faso,"21,631",,387                                ,,"21,143",,101,,979,18,"248,995","11,265","22,102,838 ",Africa,,"1,02257,11389",,,5,
177,Liechtenstein,"20,933",,87                                ,,"20,784",,62,1,"545,315","2,266","102,174","2,661,682","38,387 ",Europe,,24410,,,"1,615",
178,Gibraltar,"20,184",,110                                ,,"16,579",,"3,495",,"598,861","3,264","534,283","15,852,213","33,704 ",Europe,,23060,,,"103,697",
179,Grenada,"19,613",,237                                ,,"19,358",,18,4,"172,840","2,089","182,981","1,612,523","113,475 ",North America,,64791,,,159,
180,Nicaragua,"18,491",,225                                ,,"4,225",,"14,041",,"2,728",33,,,"6,779,100 ",North America,,"36730,129",,,"2,071",
181,Bermuda,"18,463",,151                                ,,"18,289",,23,,"298,084","2,438","1,018,578","16,444,857","61,939 ",North America,,34100,,,371,
182,South Sudan,"18,350",,138                                ,,"18,115",,97,1,"1,579",12,"410,280","35,313","11,618,511 ",Africa,,"63384,19228",,,8,
183,Tajikistan,"17,786",,125                                ,,"17,264",,397,,"1,786",13,,,"9,957,464 ",Asia,,"56079,660",,,40,
184,Equatorial Guinea,"17,183",,183                                ,,"16,879",,121,5,"11,481",122,"365,697","244,342","1,496,662 ",Africa,,"878,1784",,,81,
185,Tonga,"16,182",,12                                ,,"15,638",,532,,"150,182",111,"535,009","4,965,327","107,749 ",Australia/Oceania,,"78,9790",,,"4,937",
186,Samoa,"15,967",,29                                ,,"1,605",,"14,333",4,"78,951",143,"187,397","926,612","202,239 ",Australia/Oceania,,"136,9741",,,"70,872",
187,Dominica,"15,760",,74                                ,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344 ",North America,,59780,,,180,
188,Djibouti,"15,690",,189                                ,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097 ",Africa,,"655,3763",,,73,
189,Marshall Islands,"15,541",,17                                ,,"15,390",,134,22,"258,771",283,,,"60,057 ",Australia/Oceania,,"43,533",,,"2,231",
190,Monaco,"15,442",,63                                ,,"15,247",,132,4,"388,156","1,584","78,646","1,976,875","39,783 ",Europe,,36311,,,"3,318",
191,CAR,"15,311",,113                                ,,"14,615",,583,2,"3,052",23,"81,294","16,205","5,016,678 ",Africa,,"32844,39562",,,116,
192,Gambia,"12,586",,372                                ,,"12,189",,25,,"4,919",145,"155,686","60,851","2,558,482 ",Africa,,"2036,87816",,,10,
193,Saint Martin,"12,058",,63                                ,,"1,399",,"10,596",7,"303,499","1,586","112,382","2,828,643","39,730 ",North America,,36310,,,"266,700",
194,Greenland,"11,971",,21                                ,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973 ",North America,,"52,7130",,,"161,287",
195,Vanuatu,"11,952",,14                                ,,"11,937",,1,,"37,137",44,"24,976","77,606","321,832 ",Australia/Oceania,,"2722,98813",,,3,
196,Yemen,"11,945",,"2,159                                ",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867 ",Asia,,"2,60814,43095",,,21,
197,Caribbean Netherlands,"11,426",,36                                ,,"10,476",,914,,"428,791","1,351","30,126","1,130,559","26,647 ",North America,,27401,,,"34,300",
198,Sint Maarten,"10,931",,89                                ,,"10,833",,9,,"248,624","2,024","62,056","1,411,454","43,966 ",North America,,44941,,,205,
199,Eritrea,"10,189",,103                                ,,"10,086",,0,,"2,782",28,"23,693","6,470","3,662,244 ",Africa,,"35935,556155",,,,
200,Niger,"9,931",,312                                ,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660 ",Africa,,"2,62683,601102",,,28,
201,Antigua and Barbuda,"9,106",,146                                ,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509 ",North America,,116825,,,60,
202,Comoros,"8,965",,161                                ,,"8,786",,18,,"9,880",177,,,"907,419 ",Africa,,"1015,636",,,20,
203,Guinea-Bissau,"8,848",,176                                ,,"8,642",,30,6,"4,288",85,"145,231","70,385","2,063,367 ",Africa,,"23311,72414",,,15,
204,Liberia,"8,022",,294                                ,,"7,715",,13,2,"1,512",55,"139,824","26,356","5,305,117 ",Africa,,"66118,04538",,,2,
205,Sierra Leone,"7,759",,126                                ,,N/A,N/A,N/A,,934,15,"259,958","31,296","8,306,436 ",Africa,,"1,07165,92432",,,330,
206,Chad,"7,646",,194                                ,,"4,874",,"2,578",,439,11,"191,341","10,988","17,413,580 ",Africa,,"2,27789,76191",,,148,
207,British Virgin Islands,"7,305",,64                                ,,N/A,N/A,N/A,,"238,757","2,092","107,339","3,508,269","30,596 ",North America,,44780,,,392,
208,St. Vincent Grenadines,"7,112",,115                                ,,"6,641",,356,,"63,756","1,031","100,856","904,125","111,551 ",North America,,169701,,,"3,191",
209,Saint Kitts and Nevis,"6,552",,46                                ,,"6,482",,24,,"121,624",854,"124,861","2,317,778","53,871 ",North America,,"81,1710",,,446,
210,Turks and Caicos,"6,446",,36                                ,,"6,392",,18,4,"162,200",906,"550,241","13,845,676","39,741 ",North America,,"61,1040",,,453,
211,Cook Islands,"6,389",,1                                ,,"6,384",,4,,"363,610",57,"19,690","1,120,596","17,571 ",Australia/Oceania,,"317,5711",,,228,
212,Sao Tome and Principe,"6,278",,77                                ,,"6,201",,0,,"27,574",338,"29,036","127,530","227,679 ",Africa,,"362,9578",,,,
213,Palau,"5,785",,7                                ,,"5,622",,156,1,"317,282",384,"67,025","3,676,027","18,233 ",Australia/Oceania,,"32,6050",,,"8,556",
214,St. Barth,"5,348",,6                                ,,N/A,N/A,N/A,,"537,758",603,"78,646","7,908,095","9,945 ",North America,,"21,6580",,,"490,699",
215,Nauru,"4,621",,1                                ,,"4,609",,11,,"423,828",92,"20,509","1,881,042","10,903 ",Australia/Oceania,,"210,9031",,,"1,009",
216,Anguilla,"3,904",,12                                ,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230 ",North America,,"41,2690",,,854,
217,Kiribati,"3,430",,13                                ,,"2,703",,714,3,"27,792",105,,,"123,419 ",Australia/Oceania,,"369,494",,,"5,785",
218,Saint Pierre Miquelon,"3,248",,1                                ,,"2,449",,798,1,"563,987",174,"25,186","4,373,329","5,759 ",North America,,"25,7590",,,"138,566",
219,Tuvalu,"2,805",, ,,,,"2,805",,"232,471",,,,"12,066 ",Australia/Oceania,,4,,,"232,471",
220,Falkland Islands,"1,930",, ,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539 ",South America,,20,,,,
221,Saint Helena,"1,806",, ,,2,,"1,804",,"295,339",,,,"6,115 ",Africa,,3,,,"295,012",
222,Montserrat,"1,403",,8                                ,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965 ",North America,,46210,,,"3,827",
223,Macao,808,+9,6                                ,,791,+1,11,,"1,211",9,"7,850","11,760","667,490 ",Asia,,"826111,24885",13,,16,
224,Wallis and Futuna,761,,7                                ,,438,,316,,"69,295",637,"20,508","1,867,419","10,982 ",Australia/Oceania,,"141,5691",,,"28,774",
225,Diamond Princess,712,,13                                ,,699,,0,,,,,, ,,,,,,,
226,Niue,136,, ,,103,,33,,"83,847",,,,"1,622 ",Australia/Oceania,,12,,,"20,345",
227,Vatican City,29,, ,,29,,0,,"36,295",,,,799 ,Europe,,28,,,,
228,Western Sahara,10,,1                                ,,9,,0,,16,2,,,"626,161 ",Africa,,"62,616626,161",,,,
229,MS Zaandam,9,,2                                ,,7,,0,,,,,, ,,,,,,,
230,China,"323,686","+4,150","5,233                                ",,"281,106","+2,419","37,347",99,223,4,"160,000,000","110,461","1,448,471,400                                ",Asia,,"4,475276,7969",3,,26,
